antecedents,consequents,support,confidence,lift
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9350649350649352,37.2068861371187
"['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8372093023255814,37.206886137118694
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8961038961038962,36.94539195744016
"['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.8313253012048194,36.94539195744016
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.89920300046883
"['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02016364699006429,0.851851851851852,36.89920300046883
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low', 'code_line_ratio_Low']","['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']",0.02104032729398013,0.9350649350649352,36.77922077922078
"['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9350649350649352,36.77922077922078
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'author_success_rate_Low', 'code_line_ratio_Low']","['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']",0.02104032729398013,0.9350649350649352,36.77922077922078
"['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9350649350649352,36.77922077922078
"['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low', 'code_line_ratio_Low']","['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']",0.02104032729398013,0.8275862068965517,36.77922077922078
"['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8275862068965517,36.77922077922078
"['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'author_success_rate_Low', 'code_line_ratio_Low']","['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']",0.02104032729398013,0.8275862068965517,36.77922077922078
"['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8275862068965517,36.77922077922078
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9230769230769231,36.72987477638641
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9230769230769231,36.72987477638641
"['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8372093023255814,36.72987477638641
"['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8372093023255814,36.72987477638641
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9113924050632912,36.691586001489206
"['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02104032729398013,0.8470588235294119,36.691586001489206
"['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Is_CI']",0.02104032729398013,0.9,36.66428571428572
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Is_CI']","['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8571428571428572,36.66428571428572
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8846153846153847,36.47173308619092
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8846153846153847,36.47173308619092
"['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.8313253012048194,36.47173308619092
"['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.8313253012048194,36.47173308619092
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.44921271997531
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix']","['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.44921271997531
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.44921271997531
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix']","['change_entropy_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.44921271997531
"['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02016364699006429,0.8414634146341464,36.44921271997531
"['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix']",0.02016364699006429,0.8414634146341464,36.44921271997531
"['change_entropy_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix']",0.02016364699006429,0.8414634146341464,36.44921271997531
"['change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02016364699006429,0.8414634146341464,36.44921271997531
"['msg_readability_ease_Low', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.851851851851852,36.43796296296297
"['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.851851851851852,36.43796296296297
"['msg_readability_ease_Low', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.851851851851852,36.43796296296297
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8625,36.43796296296296
"['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8625,36.43796296296296
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8625,36.43796296296296
"['author_trust_score_Med', 'file_count_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med']",0.02104032729398013,0.9473684210526316,36.42578356002365
"['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med']",0.02104032729398013,0.9473684210526316,36.42578356002365
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Is_CI']","['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9473684210526316,36.42578356002365
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med']","['author_trust_score_Med', 'file_count_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8089887640449438,36.42578356002365
"['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Is_CI']",0.02104032729398013,0.8089887640449438,36.42578356002365
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med']","['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8089887640449438,36.42578356002365
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9113924050632912,36.26493965263468
"['author_trust_score_Med', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02104032729398013,0.8372093023255814,36.26493965263468
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8470588235294119,36.2329411764706
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'Is_CI']","['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8470588235294119,36.2329411764706
"['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8470588235294119,36.2329411764706
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']","['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02104032729398013,0.8470588235294119,36.2329411764706
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'Is_CI']","['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.8470588235294119,36.2329411764706
"['author_trust_score_Med', 'file_count_High', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'Is_CI']",0.02104032729398013,0.9,36.23294117647059
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9,36.23294117647059
"['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'author_success_rate_Low', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'Is_CI']",0.02104032729398013,0.9,36.23294117647059
"['author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9,36.23294117647059
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'Is_CI', 'author_success_rate_Low', 'code_line_ratio_Low']",0.02104032729398013,0.9,36.23294117647059
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low']","['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.888888888888889,36.211640211640216
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'author_success_rate_Low']","['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.888888888888889,36.211640211640216
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low']","['change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.888888888888889,36.211640211640216
"['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low']",0.02104032729398013,0.8571428571428572,36.211640211640216
"['change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'author_success_rate_Low']",0.02104032729398013,0.8571428571428572,36.211640211640216
"['change_entropy_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'author_success_rate_Low']",0.02104032729398013,0.8571428571428572,36.211640211640216
"['author_trust_score_Med', 'file_count_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Verdict_Rejected']",0.02016364699006429,0.9078947368421053,36.125764993880054
"['msg_readability_ease_Low', 'change_entropy_High', 'Is_BugFix', 'config_line_ratio_Med', 'Verdict_Rejected']","['author_trust_score_Med', 'file_count_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8023255813953489,36.125764993880054
"['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low']",0.02104032729398013,0.9600000000000001,36.10021978021978
"['file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low']",0.02104032729398013,0.9600000000000001,36.10021978021978
"['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'author_success_rate_Low']",0.02104032729398013,0.9600000000000001,36.10021978021978
"['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low']","['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.7912087912087912,36.10021978021978
"['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'author_success_rate_Low']","['file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.7912087912087912,36.10021978021978
"['msg_readability_ease_Low', 'author_trust_score_Med', 'change_entropy_High', 'author_success_rate_Low']","['file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected', 'Is_CI', 'code_line_ratio_Low']",0.02104032729398013,0.7912087912087912,36.10021978021978
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']",0.02016364699006429,0.8961038961038962,36.07608861726509
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']",0.02016364699006429,0.8961038961038962,36.07608861726509
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']","['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']",0.02016364699006429,0.8961038961038962,36.07608861726509
"['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8961038961038962,36.07608861726509
"['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.811764705882353,36.07608861726509
"['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.811764705882353,36.07608861726509
"['change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.811764705882353,36.07608861726509
"['code_line_ratio_Low', 'directory_depth_High', 'change_entropy_High', 'Is_CI']","['msg_readability_ease_Low', 'author_trust_score_Med', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix', 'Verdict_Rejected']",0.02016364699006429,0.811764705882353,36.07608861726509
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']","['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI']",0.020455873758036237,0.8750000000000001,36.07530120481928
"['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected']",0.020455873758036237,0.8433734939759037,36.07530120481928
"['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.8734177215189874,36.010065578770785
"['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI']",0.02016364699006429,0.8734177215189874,36.010065578770785
"['author_trust_score_Med', 'change_entropy_High', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'config_line_ratio_Med', 'Is_BugFix']",0.02016364699006429,0.8313253012048194,36.010065578770785
"['msg_readability_ease_Low', 'change_entropy_High', 'config_line_ratio_Med', 'directory_depth_High', 'Is_CI']","['author_trust_score_Med', 'file_count_High', 'Is_BugFix', 'Verdict_Rejected', 'code_line_ratio_Low']",0.02016364699006429,0.8313253012048194,36.010065578770785
"['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix']",0.02016364699006429,0.851851851851852,35.98811156835849
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.851851851851852,35.98811156835849
"['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']","['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix']",0.02016364699006429,0.851851851851852,35.98811156835849
"['msg_readability_ease_Low', 'file_count_High', 'Is_BugFix']","['author_trust_score_Med', 'change_entropy_High', 'config_line_ratio_Med', 'Verdict_Rejected', 'directory_depth_High', 'Is_CI', 'code_line_ratio_Low']",0.02016364699006429,0.851851851851852,35.98811156835849
